city,date,year,month,day,high_temp,avg_temp,low_temp,high_dewpt,avg_dewpt,low_dewpt,high_humidity,avg_humidity,low_humidity,high_hg,avg_hg,low_hg,high_vis,avg_vis,low_vis,high_wind,avg_wind,max_wind_gust,precip,events,Rain,Fog,Thunderstorm,Snow,Hail
Auckland,2017-04-17,2017,4,17,18.89,16.67,13.89,13.89,13.33,12.22,100,83,64,1017.27,1013.54,1011.17,15.24,15.24,15.24,27.36,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-04-18,2017,4,18,20.0,16.67,12.78,13.89,12.78,12.22,100,81,60,1020.99,1019.64,1017.27,15.24,15.24,10.16,24.14,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-04-19,2017,4,19,18.89,14.44,10.56,15.0,12.22,10.0,100,83,64,1020.99,1019.64,1017.95,15.24,15.24,15.24,32.19,8.05,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-04-20,2017,4,20,18.89,16.67,13.89,12.78,12.22,11.11,94,76,60,1023.03,1019.64,1017.95,15.24,15.24,15.24,32.19,17.7,49.89,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-04-21,2017,4,21,16.67,13.33,10.56,12.78,10.56,7.78,94,75,63,1029.12,1026.41,1023.03,15.24,15.24,15.24,14.48,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-04-22,2017,4,22,20.0,16.67,12.78,13.89,12.78,11.11,94,79,64,1029.12,1028.1,1027.09,15.24,15.24,15.24,11.27,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-04-23,2017,4,23,18.89,14.44,10.56,13.89,12.78,11.11,100,84,68,1028.1,1023.7,1018.96,15.24,15.24,15.24,25.75,11.27,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-04-24,2017,4,24,18.89,16.67,13.89,13.89,12.78,11.11,94,80,60,1018.96,1015.91,1014.22,15.24,15.24,15.24,27.36,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-04-25,2017,4,25,20.0,15.56,10.56,12.78,12.22,10.0,100,82,59,1018.96,1017.27,1016.25,15.24,15.24,15.24,14.48,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-04-26,2017,4,26,20.0,14.44,8.89,16.11,12.22,8.89,100,86,56,1020.99,1019.98,1018.96,15.24,15.24,15.24,12.87,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-04-27,2017,4,27,21.67,15.56,10.0,15.0,12.78,10.0,100,86,53,1020.99,1019.98,1018.96,15.24,15.24,15.24,12.87,4.83,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-04-28,2017,4,28,21.67,16.67,11.67,17.22,15.0,12.22,100,87,64,1018.96,1016.93,1015.24,15.24,15.24,15.24,20.92,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-04-29,2017,4,29,18.89,17.22,15.56,17.78,16.67,16.11,100,96,88,1015.24,1010.5,1004.06,15.24,15.24,5.08,25.75,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-04-30,2017,4,30,18.89,15.56,12.78,17.78,14.44,8.89,100,85,67,1003.05,1000.34,997.97,15.24,15.24,15.24,41.84,20.92,70.81,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-01,2017,5,1,15.56,12.22,7.78,12.22,7.78,5.0,88,72,55,1017.95,1010.83,1001.01,15.24,15.24,15.24,35.41,22.53,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-02,2017,5,2,15.56,11.11,6.67,8.89,6.11,3.89,93,73,45,1024.04,1021.67,1018.96,15.24,15.24,15.24,12.87,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-05-03,2017,5,3,16.67,11.11,5.56,12.78,10.0,6.11,100,87,63,1023.03,1019.64,1014.22,15.24,15.24,15.24,19.31,8.05,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-04,2017,5,4,16.67,15.56,13.89,13.89,9.44,7.22,100,71,55,1017.95,1016.25,1014.22,15.24,15.24,10.16,45.06,27.36,59.55,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-05,2017,5,5,17.78,14.44,10.56,12.22,10.56,8.89,94,75,59,1025.06,1020.99,1017.95,15.24,15.24,10.16,35.41,24.14,49.89,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-06,2017,5,6,17.78,12.78,7.78,12.22,10.0,7.78,100,88,63,1028.1,1026.07,1025.06,15.24,15.24,2.54,12.87,3.22,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-05-07,2017,5,7,17.78,12.78,7.78,12.78,11.11,7.78,100,85,59,1029.12,1028.1,1027.09,15.24,15.24,0.0,14.48,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-05-08,2017,5,8,18.89,14.44,10.56,13.89,11.67,10.0,100,88,64,1029.12,1027.43,1026.07,15.24,15.24,15.24,9.66,3.22,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-05-09,2017,5,9,20.56,15.56,10.56,15.0,12.78,11.11,100,86,56,1027.09,1026.41,1025.06,15.24,15.24,15.24,16.09,6.44,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-10,2017,5,10,20.0,16.67,13.89,16.11,14.44,12.78,100,88,68,1027.09,1025.06,1022.01,15.24,15.24,7.62,28.97,9.66,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-11,2017,5,11,18.89,17.78,16.67,17.78,16.67,15.0,100,91,83,1022.01,1015.91,1008.13,15.24,15.24,10.16,38.62,22.53,53.11,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-12,2017,5,12,18.89,16.67,13.89,18.89,14.44,10.0,100,92,77,1008.13,1002.03,997.97,15.24,12.7,2.54,35.41,20.92,0.0,0.001,"Rain , Thunderstorm",1.0,0.0,1.0,0.0,0.0
Auckland,2017-05-13,2017,5,13,15.0,12.22,8.89,10.0,7.22,5.0,87,72,51,1022.01,1016.25,1008.13,15.24,15.24,15.24,28.97,19.31,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-05-14,2017,5,14,15.0,10.0,5.56,11.11,8.33,5.0,100,84,71,1026.07,1024.38,1023.03,15.24,15.24,15.24,22.53,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-05-15,2017,5,15,16.67,14.44,11.67,12.22,10.0,6.11,94,76,55,1027.09,1025.73,1025.06,15.24,15.24,15.24,19.31,4.83,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-16,2017,5,16,16.67,13.33,10.56,13.89,10.0,7.78,94,77,59,1026.07,1023.7,1019.98,15.24,15.24,15.24,25.75,9.66,37.01,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-17,2017,5,17,20.0,17.78,15.0,17.78,16.11,13.89,100,94,83,1019.98,1014.22,1011.17,15.24,15.24,7.62,45.06,25.75,62.76,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-18,2017,5,18,17.78,16.67,15.0,16.11,12.78,7.78,100,80,63,1015.24,1010.5,1007.11,15.24,15.24,15.24,45.06,28.97,61.16,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-19,2017,5,19,15.56,14.44,12.78,12.78,9.44,7.22,100,72,59,1017.27,1015.91,1015.24,15.24,15.24,15.24,41.84,33.8,54.72,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-20,2017,5,20,15.56,13.33,10.56,12.22,8.89,2.78,88,73,54,1017.27,1012.53,1009.14,15.24,15.24,10.16,61.16,35.41,88.51,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-21,2017,5,21,13.89,10.0,5.56,7.22,3.33,0.0,87,62,44,1029.12,1024.04,1017.27,15.24,15.24,15.24,27.36,17.7,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-22,2017,5,22,13.89,8.33,2.78,6.11,3.33,2.22,100,77,44,1032.17,1030.14,1029.12,15.24,15.24,12.7,9.66,3.22,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-05-23,2017,5,23,15.56,8.89,2.78,8.89,6.11,2.22,100,78,48,1029.12,1025.06,1022.01,15.24,15.24,12.7,19.31,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-05-24,2017,5,24,18.89,14.44,10.0,13.89,11.67,8.89,100,89,68,1022.01,1019.3,1017.27,15.24,15.24,10.16,22.53,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-25,2017,5,25,15.56,11.11,6.67,12.78,9.44,7.22,100,93,68,1020.99,1019.3,1017.95,15.24,10.16,0.0,9.66,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-05-26,2017,5,26,18.89,12.78,6.67,15.0,11.11,7.22,100,88,68,1018.96,1016.59,1014.22,15.24,15.24,0.0,32.19,9.66,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-05-27,2017,5,27,17.78,15.56,13.89,16.11,14.44,13.89,100,96,82,1013.2,1011.85,1011.17,15.24,12.7,0.0,14.48,6.44,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-05-28,2017,5,28,16.67,14.44,12.78,15.0,13.89,12.78,100,93,82,1017.27,1014.56,1012.19,15.24,15.24,10.16,12.87,8.05,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-29,2017,5,29,16.67,14.44,11.67,13.89,12.22,11.11,100,89,72,1019.98,1018.62,1017.27,15.24,15.24,0.0,14.48,6.44,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-05-30,2017,5,30,16.67,14.44,11.67,12.78,11.67,10.0,100,83,68,1018.96,1016.93,1013.2,15.24,15.24,15.24,14.48,6.44,32.19,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-05-31,2017,5,31,16.67,13.33,10.56,13.89,12.22,10.0,100,91,77,1015.24,1012.87,1011.17,15.24,15.24,5.08,14.48,8.05,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-01,2017,6,1,16.67,12.78,8.89,12.78,11.11,8.89,100,91,72,1017.27,1015.58,1014.22,15.24,10.16,0.0,14.48,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-06-02,2017,6,2,15.56,13.33,11.67,12.78,11.67,11.11,100,89,77,1015.24,1010.83,1008.13,15.24,15.24,7.62,27.36,16.09,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-03,2017,6,3,15.0,12.22,10.0,11.11,9.44,7.78,94,82,63,1009.14,1007.45,1006.09,15.24,15.24,15.24,24.14,17.7,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-04,2017,6,4,15.0,11.11,7.78,10.0,7.78,6.11,94,81,63,1012.19,1010.5,1009.14,15.24,15.24,15.24,16.09,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-05,2017,6,5,16.67,13.33,8.89,11.11,10.56,8.89,100,90,68,1014.22,1013.2,1012.19,15.24,15.24,7.62,16.09,8.05,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-06,2017,6,6,15.0,10.0,5.56,12.22,9.44,6.11,100,94,67,1015.24,1014.22,1013.2,15.24,10.16,0.0,14.48,6.44,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-06-07,2017,6,7,15.0,12.22,8.89,11.11,9.44,7.78,100,87,77,1019.98,1017.61,1015.24,15.24,15.24,15.24,24.14,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-08,2017,6,8,13.89,10.0,6.67,10.0,7.78,6.11,100,83,59,1022.01,1020.65,1018.96,15.24,15.24,15.24,22.53,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-09,2017,6,9,13.89,10.0,5.56,11.11,7.78,5.0,100,85,63,1023.03,1021.33,1019.98,15.24,15.24,7.62,16.09,6.44,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-10,2017,6,10,15.56,13.33,10.56,12.22,10.56,8.89,100,84,72,1019.98,1018.28,1017.27,15.24,15.24,15.24,37.01,16.09,49.89,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-11,2017,6,11,15.0,11.11,7.78,11.11,8.89,6.11,100,84,63,1024.04,1022.01,1018.96,15.24,15.24,10.16,25.75,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-12,2017,6,12,15.56,12.78,10.0,12.78,11.11,10.0,100,92,77,1025.06,1023.36,1022.01,15.24,15.24,2.54,20.92,6.44,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-13,2017,6,13,16.67,13.33,10.0,12.78,11.67,10.0,100,87,68,1023.03,1018.96,1015.24,15.24,15.24,7.62,35.41,17.7,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-14,2017,6,14,15.0,13.89,12.78,12.22,8.33,7.22,82,69,59,1019.98,1016.59,1014.22,15.24,15.24,12.7,53.11,37.01,65.98,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-15,2017,6,15,13.89,11.11,7.78,10.0,7.22,5.0,87,74,58,1024.04,1022.35,1019.98,15.24,15.24,15.24,27.36,17.7,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-16,2017,6,16,15.56,13.33,10.56,12.78,11.11,7.78,100,85,67,1025.06,1023.36,1022.01,15.24,15.24,12.7,28.97,19.31,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-17,2017,6,17,13.89,10.0,6.67,12.22,9.44,7.22,100,97,82,1030.14,1027.77,1025.06,15.24,7.62,0.0,9.66,3.22,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-06-18,2017,6,18,15.56,11.67,7.78,12.22,10.0,7.78,100,92,72,1030.14,1029.12,1028.1,15.24,10.16,0.0,20.92,6.44,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-06-19,2017,6,19,16.67,13.33,10.0,12.22,10.56,8.89,100,88,72,1028.1,1027.09,1026.07,15.24,15.24,15.24,14.48,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-20,2017,6,20,17.78,12.78,7.78,12.22,10.0,7.78,100,86,64,1028.1,1027.09,1026.07,15.24,15.24,15.24,28.97,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-21,2017,6,21,15.56,12.78,10.0,10.0,9.44,8.89,94,77,63,1027.09,1023.7,1017.95,15.24,15.24,15.24,37.01,17.7,51.5,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-22,2017,6,22,16.67,15.56,13.89,16.11,13.89,11.11,100,92,77,1017.27,1009.82,1004.06,15.24,15.24,5.08,33.8,22.53,49.89,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-23,2017,6,23,15.56,14.44,12.78,16.11,13.89,12.78,100,96,94,1004.06,998.3,995.26,15.24,15.24,0.0,11.27,4.83,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-06-24,2017,6,24,15.0,13.33,11.67,13.89,11.67,6.11,100,88,63,1004.06,998.64,995.26,15.24,15.24,7.62,45.06,17.7,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-06-25,2017,6,25,16.67,13.33,10.0,12.78,10.0,6.11,94,83,63,1013.2,1007.79,1004.06,15.24,15.24,7.62,27.36,17.7,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-26,2017,6,26,13.89,11.11,8.89,8.89,7.78,6.11,88,78,67,1016.25,1014.9,1013.2,15.24,15.24,15.24,24.14,14.48,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-27,2017,6,27,13.89,9.44,5.0,8.89,6.67,3.89,100,86,67,1018.96,1017.61,1016.25,15.24,15.24,15.24,19.31,4.83,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-06-28,2017,6,28,13.89,10.0,5.56,10.0,7.78,5.0,100,89,72,1023.03,1021.33,1018.96,15.24,15.24,7.62,9.66,6.44,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-06-29,2017,6,29,13.89,10.0,6.67,10.0,8.33,6.11,100,88,63,1025.06,1023.7,1022.01,15.24,15.24,7.62,9.66,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-06-30,2017,6,30,15.56,10.0,5.0,12.22,8.89,5.0,100,87,68,1026.07,1023.03,1020.99,15.24,12.7,0.0,22.53,8.05,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-07-01,2017,7,1,15.56,14.44,12.78,13.89,12.78,10.0,100,91,77,1020.99,1016.59,1012.19,15.24,15.24,5.08,48.28,25.75,69.2,0.001,"Rain , Hail",1.0,0.0,0.0,0.0,1.0
Auckland,2017-07-02,2017,7,2,15.0,12.22,10.0,12.78,11.11,10.0,100,94,82,1012.19,1008.46,1005.08,15.24,15.24,0.0,24.14,11.27,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-07-03,2017,7,3,15.0,12.22,10.0,12.78,11.11,10.0,100,94,77,1010.16,1006.09,1004.06,15.24,15.24,7.62,20.92,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-04,2017,7,4,15.0,11.11,7.78,12.22,9.44,7.78,100,85,67,1016.25,1013.54,1010.16,15.24,15.24,15.24,25.75,9.66,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-07-05,2017,7,5,15.0,12.78,10.56,11.11,10.56,10.0,100,91,77,1017.27,1015.91,1015.24,15.24,15.24,7.62,19.31,8.05,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-06,2017,7,6,16.67,13.33,10.0,13.89,11.67,10.0,100,96,82,1015.24,1009.14,1004.06,15.24,15.24,0.0,27.36,9.66,53.11,0.001,"Rain , Thunderstorm",1.0,0.0,1.0,0.0,0.0
Auckland,2017-07-07,2017,7,7,15.0,12.78,10.56,12.78,11.11,10.0,100,93,82,1008.13,1003.72,1002.03,15.24,15.24,5.08,20.92,9.66,24.14,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-08,2017,7,8,15.56,11.11,6.67,12.22,10.0,7.22,100,90,68,1012.19,1009.48,1007.11,15.24,12.7,0.0,19.31,6.44,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-07-09,2017,7,9,15.0,12.22,8.89,12.22,10.56,8.89,100,90,77,1006.09,1001.69,998.98,15.24,15.24,15.24,25.75,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-10,2017,7,10,15.0,12.78,10.56,11.11,10.0,8.89,94,84,67,1014.22,1011.51,1006.09,15.24,15.24,12.7,27.36,20.92,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-11,2017,7,11,15.0,12.22,8.89,10.0,8.89,7.22,100,84,63,1015.24,1013.54,1011.17,15.24,15.24,10.16,19.31,8.05,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-12,2017,7,12,11.67,8.89,6.67,10.0,6.67,2.78,100,85,58,1011.17,1009.14,1007.11,15.24,15.24,15.24,38.62,14.48,53.11,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-13,2017,7,13,10.0,7.78,5.0,7.22,4.44,2.22,93,79,66,1010.16,1007.79,1005.08,15.24,15.24,7.62,59.55,24.14,82.08,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-14,2017,7,14,10.56,8.89,6.67,7.78,5.56,3.89,87,78,71,1017.95,1011.17,1007.11,15.24,15.24,15.24,51.5,24.14,70.81,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-15,2017,7,15,12.78,8.89,5.0,8.89,6.67,3.89,100,85,72,1025.06,1022.01,1017.95,15.24,15.24,15.24,16.09,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-07-16,2017,7,16,15.0,9.44,3.89,10.0,6.67,3.89,100,83,59,1027.09,1025.4,1024.04,15.24,15.24,7.62,12.87,4.83,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-17,2017,7,17,15.56,11.11,6.67,10.0,7.22,6.11,93,77,59,1026.07,1024.04,1022.01,15.24,15.24,15.24,20.92,11.27,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-07-18,2017,7,18,15.0,12.22,8.89,12.78,10.56,7.78,100,89,72,1020.99,1018.62,1016.25,15.24,15.24,15.24,19.31,9.66,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-07-19,2017,7,19,16.67,11.11,5.56,12.78,9.44,6.11,100,92,68,1017.27,1013.88,1011.17,15.24,12.7,0.0,20.92,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-07-20,2017,7,20,16.67,13.33,10.0,15.0,12.22,10.0,100,92,82,1010.16,996.95,984.08,15.24,15.24,7.62,37.01,16.09,53.11,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-21,2017,7,21,15.0,12.22,10.0,12.22,10.0,8.89,100,87,72,992.21,988.82,985.1,15.24,15.24,5.08,41.84,24.14,0.0,0.001,"Rain , Thunderstorm",1.0,0.0,1.0,0.0,0.0
Auckland,2017-07-22,2017,7,22,13.89,12.22,10.56,12.22,11.11,10.0,100,90,82,997.97,990.52,987.13,15.24,15.24,7.62,38.62,20.92,59.55,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-23,2017,7,23,15.0,12.22,8.89,12.22,10.0,7.78,100,89,72,1008.13,1004.74,998.98,15.24,15.24,10.16,25.75,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-24,2017,7,24,13.89,12.22,10.0,11.11,8.89,6.11,100,81,63,1009.14,1007.79,1007.11,15.24,15.24,10.16,25.75,16.09,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-25,2017,7,25,15.0,12.22,10.0,11.11,9.44,6.11,100,83,67,1010.16,1007.45,1006.09,15.24,15.24,15.24,27.36,16.09,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-26,2017,7,26,15.0,12.22,7.78,10.0,8.33,7.22,94,81,59,1012.19,1011.17,1010.16,15.24,15.24,15.24,27.36,19.31,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-27,2017,7,27,13.89,11.11,8.89,12.22,9.44,7.22,100,89,67,1011.17,1006.09,1002.03,15.24,15.24,12.7,27.36,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-28,2017,7,28,13.89,11.11,8.89,11.11,9.44,7.22,94,89,76,1015.24,1007.11,1003.05,15.24,15.24,12.7,22.53,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-07-29,2017,7,29,10.56,6.67,2.78,7.22,2.22,-1.11,93,70,47,1025.06,1021.33,1016.25,15.24,15.24,15.24,28.97,16.09,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-07-30,2017,7,30,10.56,6.11,1.67,6.11,3.89,0.0,100,82,62,1029.12,1027.43,1025.06,15.24,15.24,15.24,12.87,4.83,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-07-31,2017,7,31,11.67,6.67,1.67,7.22,4.44,2.22,100,83,58,1031.15,1028.78,1027.09,15.24,12.7,0.0,16.09,4.83,0.0,0.0,Fog,0.0,1.0,0.0,0.0,0.0
Auckland,2017-08-01,2017,8,1,15.56,11.67,7.78,11.11,7.78,6.11,94,79,68,1027.09,1023.7,1020.99,15.24,15.24,15.24,22.53,9.66,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-08-02,2017,8,2,15.0,12.22,10.0,12.78,10.56,8.89,100,90,82,1019.98,1016.25,1012.19,15.24,15.24,12.7,25.75,11.27,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-08-03,2017,8,3,13.89,11.11,7.78,11.11,8.33,5.0,94,81,67,1017.95,1013.88,1011.17,15.24,15.24,15.24,28.97,16.09,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-08-04,2017,8,4,12.78,8.89,5.0,7.22,4.44,2.78,87,77,58,1023.03,1020.99,1018.96,15.24,15.24,15.24,12.87,8.05,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-08-05,2017,8,5,15.0,9.44,3.89,7.78,6.11,2.78,93,81,55,1025.06,1024.04,1023.03,15.24,15.24,15.24,22.53,6.44,0.0,0.0,No event,0.0,0.0,0.0,0.0,0.0
Auckland,2017-08-06,2017,8,6,15.56,11.67,7.78,12.78,9.44,7.22,100,84,63,1025.06,1024.04,1023.03,15.24,15.24,15.24,33.8,14.48,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-08-07,2017,8,7,17.78,15.56,12.78,13.89,12.78,12.22,100,88,68,1026.07,1024.38,1023.03,15.24,15.24,5.08,16.09,9.66,0.0,0.001,"Fog , Rain",1.0,1.0,0.0,0.0,0.0
Auckland,2017-08-08,2017,8,8,17.78,15.56,12.78,15.0,13.89,12.78,100,93,77,1025.06,1021.33,1017.27,15.24,15.24,7.62,28.97,16.09,49.89,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-08-09,2017,8,9,15.56,14.44,12.78,15.0,13.89,12.22,100,95,88,1016.25,1009.14,1004.06,15.24,15.24,7.62,33.8,24.14,51.5,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-08-10,2017,8,10,15.56,12.78,10.0,12.22,10.0,7.22,100,85,68,1005.08,1004.06,1003.05,15.24,15.24,15.24,22.53,12.87,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-08-11,2017,8,11,15.0,12.22,8.89,12.22,10.0,7.78,100,86,72,1011.17,1005.08,1000.0,15.24,15.24,7.62,35.41,19.31,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
Auckland,2017-08-12,2017,8,12,16.67,14.44,12.78,13.89,12.22,10.0,94,84,77,1013.2,1011.85,1010.16,15.24,15.24,12.7,35.41,22.53,0.0,0.001,Rain,1.0,0.0,0.0,0.0,0.0
